household_id,person_id,sample_weight,province,age_group,gender,marital_status,after_tax_income,household_size,household_composition,household_maj_income_flag,after_tax_low_income_flag,before_tax_low_income_flag,after_tax_below_lim_flag,disposable_income_below_mbm_flag,ownership_of_dwelling,monthly_mortgage_payment,monthly_condo_fee,monthly_rent,rent_subsidy_flag,core_housing_need_indicator,adult_food_security_status,child_food_security_status,household_food_security_status,atinc35,total_household_costs,affordable_housing_flag,income_bracket,housing_costs_flag
19115,1911501,139.0054,Nova Scotia,40 to 44 years,Female,Married,33430.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,600.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,975.1531,600.0,Yes,< 40k,< $800/month
19133,1913302,235.6021,Nova Scotia,60 to 64 years,Male,Married,261310.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,7622.412700000001,0.0,Yes,> 200k,House paid in full
19134,1913401,218.1885,Nova Scotia,25 to 29 years,Male,Single (never married),18505.0,1,One person household,Yes,No,Yes,Yes,Yes,Not owned by a member of the household,,,800.0,No,In core housing need,Food secure,Valid skip,Food secure,539.79085,800.0,No,< 40k,$800 - $1600 /month
19152,1915201,199.4018,Nova Scotia,65 to 69 years,Male,Married,39210.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,1500.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1143.7557000000002,1500.0,No,< 40k,$800 - $1600 /month
19172,1917201,140.6631,Nova Scotia,70 years and over,Male,Married,113760.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,2000.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,3318.3792000000003,2000.0,Yes,100k - 200k,$1600 - $2400 /month
19216,1921601,98.9342,Nova Scotia,18 to 24 years,Male,Single (never married),38540.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,700.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1124.2118,700.0,Yes,< 40k,< $800/month
19226,1922602,118.2749,Nova Scotia,25 to 29 years,Male,Single (never married),26020.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,759.0034,0.0,Yes,< 40k,House paid in full
19264,1926401,107.66,Nova Scotia,35 to 39 years,Female,Single (never married),39725.0,4,Two or more person household/One economic family,Yes,No,No,Yes,Yes,Not owned by a member of the household,,,200.0,Not stated,Valid skip,Moderately food insecure,Marginally food insecure,Moderately food insecure,1158.77825,200.0,Yes,< 40k,< $800/month
19265,1926501,156.5419,Nova Scotia,65 to 69 years,Female,Married,41400.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1207.6380000000001,0.0,Yes,40k - 60k,House paid in full
19269,1926901,213.0641,Nova Scotia,35 to 39 years,Male,Single (never married),36660.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,2900.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1069.3722,2900.0,No,< 40k,> $2400 /month
19323,1932302,296.7407,Nova Scotia,35 to 39 years,Male,Married,82780.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,700.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,2414.6926000000003,700.0,Yes,80k - 100k,< $800/month
19342,1934201,66.0628,Nova Scotia,35 to 39 years,Male,Not stated,26200.0,2,Two or more person household/One economic family,Yes,No,Yes,Yes,Yes,Not owned by a member of the household,,,700.0,No,In core housing need,Severely food insecure,Moderately food insecure,Severely food insecure,764.254,700.0,Yes,< 40k,< $800/month
19396,1939601,132.3084,Nova Scotia,65 to 69 years,Male,Married,56160.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1638.1872,0.0,Yes,40k - 60k,House paid in full
19400,1940002,281.9216,Nova Scotia,50 to 54 years,Male,Married,37440.0,5,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,1200.0,Not stated,Not in core housing need,Marginally food insecure,Marginally food insecure,Marginally food insecure,1092.1248,1200.0,No,< 40k,$800 - $1600 /month
19416,1941601,140.0486,Nova Scotia,45 to 49 years,Female,"Separated, divorced or widowed",36060.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,700.0,Not stated,Not in core housing need,Food secure,Valid skip,Food secure,1051.8702,700.0,Yes,< 40k,< $800/month
19431,1943102,136.4072,Nova Scotia,70 years and over,Male,Married,28850.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,841.5545000000001,0.0,Yes,< 40k,House paid in full
19455,1945501,155.8467,Nova Scotia,65 to 69 years,Female,"Separated, divorced or widowed",35730.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1042.2441000000001,0.0,Yes,< 40k,House paid in full
19471,1947101,162.0055,Nova Scotia,45 to 49 years,Female,Married,72010.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,2100.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,2100.5317,2100.0,Yes,60k - 80k,$1600 - $2400 /month
19495,1949501,111.8988,Nova Scotia,25 to 29 years,Male,Single (never married),54830.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,700.0,No,Not in core housing need,Moderately food insecure,Valid skip,Moderately food insecure,1599.3911,700.0,Yes,40k - 60k,< $800/month
19501,1950103,160.4741,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",26675.0,2,Two or more person household/One economic family,Yes,No,No,Yes,Yes,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,778.1097500000001,0.0,Yes,< 40k,House paid in full
19516,1951601,186.6172,Nova Scotia,70 years and over,Male,"Separated, divorced or widowed",21025.0,1,One person household,Yes,No,Yes,Yes,Yes,Not owned by a member of the household,,,1700.0,No,Valid skip,Food secure,Valid skip,Food secure,613.29925,1700.0,No,< 40k,$1600 - $2400 /month
19547,1954701,57.8444,Nova Scotia,40 to 44 years,Female,Not stated,26100.0,3,Two or more person household/One economic family,Yes,Yes,Yes,Yes,Yes,Not owned by a member of the household,,,1000.0,Not stated,In core housing need,Food secure,Food secure,Food secure,761.337,1000.0,No,< 40k,$800 - $1600 /month
19561,1956101,185.2598,Nova Scotia,65 to 69 years,Male,"Separated, divorced or widowed",40530.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1182.2601,0.0,Yes,40k - 60k,House paid in full
19569,1956902,363.4887,Nova Scotia,35 to 39 years,Male,Single (never married),55940.0,5,Two or more person household/Two or more economic families,Yes,No,No,No,No,Owned by a member of the household,1500.0,,,Valid skip,Not in core housing need,Marginally food insecure,Marginally food insecure,Marginally food insecure,1631.7698,1500.0,Yes,40k - 60k,$800 - $1600 /month
19580,1958002,134.059,Nova Scotia,35 to 39 years,Male,Married,87220.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1000.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,2544.2074000000002,1000.0,Yes,80k - 100k,$800 - $1600 /month
19606,1960601,124.0251,Nova Scotia,55 to 59 years,Male,Married,49820.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1300.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1453.2494000000002,1300.0,Yes,40k - 60k,$800 - $1600 /month
19619,1961901,158.0046,Nova Scotia,70 years and over,Female,Married,35240.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1027.9508,0.0,Yes,< 40k,House paid in full
19622,1962201,140.6221,Nova Scotia,70 years and over,Male,Common-law,53470.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1559.7199,0.0,Yes,40k - 60k,House paid in full
19634,1963402,108.8652,Nova Scotia,55 to 59 years,Female,Married,97230.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,2836.1991000000003,0.0,Yes,80k - 100k,House paid in full
19638,1963801,153.8659,Nova Scotia,55 to 59 years,Male,Married,30840.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,600.0,,,Valid skip,Not in core housing need,Severely food insecure,Valid skip,Severely food insecure,899.6028,600.0,Yes,< 40k,< $800/month
19641,1964101,165.9575,Nova Scotia,60 to 64 years,Male,Married,134390.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,3920.1563,0.0,Yes,100k - 200k,House paid in full
19693,1969301,129.7901,Nova Scotia,55 to 59 years,Male,Married,79260.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,2000.0,,,Valid skip,Valid skip,Severely food insecure,Valid skip,Severely food insecure,2312.0142,2000.0,Yes,60k - 80k,$1600 - $2400 /month
19694,1969401,197.6137,Nova Scotia,70 years and over,Male,"Separated, divorced or widowed",25100.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,900.0,No,In core housing need,Food secure,Valid skip,Food secure,732.167,900.0,No,< 40k,$800 - $1600 /month
19701,1970102,136.7198,Nova Scotia,25 to 29 years,Female,Married,56800.0,5,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,400.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,1656.856,400.0,Yes,40k - 60k,< $800/month
19721,1972101,316.7133,Nova Scotia,35 to 39 years,Male,Married,20275.0,2,Two or more person household/One economic family,Yes,Yes,Yes,Yes,Yes,Not owned by a member of the household,,,900.0,No,In core housing need,Moderately food insecure,Valid skip,Moderately food insecure,591.42175,900.0,No,< 40k,$800 - $1600 /month
19754,1975401,147.4347,Nova Scotia,50 to 54 years,Male,Married,115945.0,5,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Food secure,Food secure,3382.11565,0.0,Yes,100k - 200k,House paid in full
19758,1975801,196.2859,Nova Scotia,35 to 39 years,Female,Single (never married),52095.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,800.0,No,Not in core housing need,Moderately food insecure,Moderately food insecure,Moderately food insecure,1519.6111500000002,800.0,Yes,40k - 60k,$800 - $1600 /month
19769,1976901,141.3904,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",39175.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,1200.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1142.73475,1200.0,No,< 40k,$800 - $1600 /month
19771,1977101,328.1974,Nova Scotia,35 to 39 years,Male,Single (never married),25405.0,2,Two or more person household/Two or more economic families,Yes,No,No,Yes,Yes,Not owned by a member of the household,,,1100.0,No,In core housing need,Food secure,Valid skip,Food secure,741.06385,1100.0,No,< 40k,$800 - $1600 /month
19785,1978501,142.2707,Nova Scotia,30 to 34 years,Male,Not stated,34625.0,6,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,400.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,1010.01125,400.0,Yes,< 40k,< $800/month
19801,1980102,159.0721,Nova Scotia,60 to 64 years,Male,Married,35000.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,0.0,Not stated,Not in core housing need,Food secure,Valid skip,Food secure,1020.95,0.0,Yes,< 40k,House paid in full
19802,1980201,115.6327,Nova Scotia,70 years and over,Male,Married,28880.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,1000.0,No,Not in core housing need,Food secure,Valid skip,Food secure,842.4296,1000.0,No,< 40k,$800 - $1600 /month
19805,1980501,198.6354,Nova Scotia,30 to 34 years,Male,Common-law,32980.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,800.0,No,Valid skip,Food secure,Valid skip,Food secure,962.0266,800.0,Yes,< 40k,$800 - $1600 /month
19835,1983501,283.8958,Nova Scotia,30 to 34 years,Male,Common-law,67590.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1400.0,,,Valid skip,Not in core housing need,Marginally food insecure,Valid skip,Marginally food insecure,1971.6003,1400.0,Yes,60k - 80k,$800 - $1600 /month
19847,1984702,197.7727,Nova Scotia,50 to 54 years,Female,Common-law,13750.0,2,Two or more person household/One economic family,Yes,No,Yes,Yes,Yes,Owned by a member of the household,900.0,,,Valid skip,In core housing need,Food secure,Valid skip,Food secure,401.08750000000003,900.0,No,< 40k,$800 - $1600 /month
19899,1989901,453.3166,Nova Scotia,35 to 39 years,Male,Single (never married),10700.0,1,One person household,Yes,Yes,Yes,Yes,Yes,Not owned by a member of the household,,,700.0,No,In core housing need,Severely food insecure,Valid skip,Severely food insecure,312.119,700.0,No,< 40k,< $800/month
19961,1996102,199.4018,Nova Scotia,70 years and over,Male,Married,20500.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,1700.0,No,Not in core housing need,Food secure,Valid skip,Food secure,597.985,1700.0,No,< 40k,$1600 - $2400 /month
20012,2001201,136.7921,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",29140.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,700.0,No,Valid skip,Food secure,Valid skip,Food secure,850.0138000000001,700.0,Yes,< 40k,< $800/month
20020,2002004,135.5694,Nova Scotia,70 years and over,Female,Single (never married),20000.0,1,One person household,Yes,No,Yes,Yes,Yes,Not owned by a member of the household,,,600.0,No,Valid skip,Food secure,Valid skip,Food secure,583.4,600.0,No,< 40k,< $800/month
20021,2002101,150.7468,Nova Scotia,60 to 64 years,Female,"Separated, divorced or widowed",10425.0,1,One person household,Yes,Yes,Yes,Yes,Yes,Not owned by a member of the household,,,500.0,Yes,Valid skip,Severely food insecure,Valid skip,Severely food insecure,304.09725000000003,500.0,No,< 40k,< $800/month
20028,2002804,167.8294,Nova Scotia,50 to 54 years,Male,Married,87280.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1600.0,,,Valid skip,Valid skip,Food secure,Food secure,Food secure,2545.9576,1600.0,Yes,80k - 100k,$1600 - $2400 /month
20058,2005801,72.4379,Nova Scotia,50 to 54 years,Male,Married,82330.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,700.0,,,Valid skip,Valid skip,Food secure,Food secure,Food secure,2401.5661,700.0,Yes,80k - 100k,< $800/month
20072,2007201,138.6582,Nova Scotia,50 to 54 years,Male,Single (never married),62380.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,400.0,Not stated,Valid skip,Food secure,Valid skip,Food secure,1819.6246,400.0,Yes,60k - 80k,< $800/month
20081,2008102,115.2389,Nova Scotia,70 years and over,Male,Married,19225.0,2,Two or more person household/One economic family,Yes,No,No,Yes,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,560.7932500000001,0.0,Yes,< 40k,House paid in full
20093,2009301,110.7642,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",22325.0,1,One person household,Yes,No,No,Yes,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,651.2202500000001,0.0,Yes,< 40k,House paid in full
20105,2010501,150.0501,Nova Scotia,40 to 44 years,Male,"Separated, divorced or widowed",27560.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Moderately food insecure,Valid skip,Moderately food insecure,803.9252,0.0,Yes,< 40k,House paid in full
20119,2011903,405.8261,Nova Scotia,50 to 54 years,Female,Married,47840.0,5,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1400.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,1395.4928,1400.0,No,40k - 60k,$800 - $1600 /month
20123,2012302,182.5295,Nova Scotia,70 years and over,Male,Married,41420.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1208.2214000000001,0.0,Yes,40k - 60k,House paid in full
20131,2013101,97.7877,Nova Scotia,35 to 39 years,Female,Common-law,47160.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,300.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,1375.6572,300.0,Yes,40k - 60k,< $800/month
20133,2013301,84.2409,Nova Scotia,55 to 59 years,Male,Married,58610.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Food secure,Food secure,1709.6537,0.0,Yes,40k - 60k,House paid in full
20154,2015401,40.4198,Nova Scotia,45 to 49 years,Female,Single (never married),28325.0,2,Two or more person household/One economic family,Yes,No,No,Yes,No,Owned by a member of the household,,,,Valid skip,Valid skip,Severely food insecure,Valid skip,Severely food insecure,826.2402500000001,0.0,Yes,< 40k,House paid in full
20166,2016602,183.0874,Nova Scotia,55 to 59 years,Male,Married,62995.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1300.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1837.5641500000002,1300.0,Yes,60k - 80k,$800 - $1600 /month
20175,2017501,129.0156,Nova Scotia,60 to 64 years,Male,Single (never married),39180.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,0.0,Not stated,Not in core housing need,Food secure,Valid skip,Food secure,1142.8806,0.0,Yes,< 40k,House paid in full
20210,2021005,419.9031,Nova Scotia,45 to 49 years,Male,Single (never married),99200.0,5,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,500.0,,,Valid skip,Not in core housing need,Marginally food insecure,Valid skip,Marginally food insecure,2893.664,500.0,Yes,80k - 100k,< $800/month
20224,2022401,147.5312,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",35625.0,1,One person household,Yes,No,No,No,Yes,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1039.18125,0.0,Yes,< 40k,House paid in full
20261,2026101,136.9523,Nova Scotia,65 to 69 years,Female,"Separated, divorced or widowed",23025.0,1,One person household,Yes,No,No,Yes,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,671.6392500000001,0.0,Yes,< 40k,House paid in full
20313,2031302,285.7818,Nova Scotia,25 to 29 years,Male,Married,31570.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,900.0,Not stated,Not in core housing need,Food secure,Food secure,Food secure,920.8969000000001,900.0,Yes,< 40k,$800 - $1600 /month
20317,2031702,340.3061,Nova Scotia,45 to 49 years,Male,Married,111010.0,6,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,2000.0,,,Valid skip,Not in core housing need,Severely food insecure,Moderately food insecure,Severely food insecure,3238.1617,2000.0,Yes,100k - 200k,$1600 - $2400 /month
20320,2032001,177.5207,Nova Scotia,50 to 54 years,Male,Married,28400.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,800.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,828.428,800.0,Yes,< 40k,$800 - $1600 /month
20360,2036001,112.649,Nova Scotia,40 to 44 years,Female,Married,76090.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1000.0,,,Valid skip,Valid skip,Food secure,Food secure,Food secure,2219.5453,1000.0,Yes,60k - 80k,$800 - $1600 /month
20379,2037902,283.8846,Nova Scotia,40 to 44 years,Female,Married,75060.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,2000.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,2189.5002,2000.0,Yes,60k - 80k,$1600 - $2400 /month
20388,2038801,135.9247,Nova Scotia,65 to 69 years,Male,Married,50130.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Marginally food insecure,Valid skip,Marginally food insecure,1462.2921000000001,0.0,Yes,40k - 60k,House paid in full
20404,2040401,141.791,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",27625.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,805.8212500000001,0.0,Yes,< 40k,House paid in full
20421,2042102,163.5116,Nova Scotia,30 to 34 years,Male,Not stated,62630.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1100.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,1826.9171000000001,1100.0,Yes,60k - 80k,$800 - $1600 /month
20455,2045502,267.3108,Nova Scotia,30 to 34 years,Male,Single (never married),29345.0,2,Two or more person household/Two or more economic families,Yes,No,No,No,No,Not owned by a member of the household,,,1400.0,No,Not in core housing need,Food secure,Valid skip,Food secure,855.99365,1400.0,No,< 40k,$800 - $1600 /month
20458,2045801,73.392,Nova Scotia,45 to 49 years,Female,Not stated,34925.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,600.0,Not stated,Not in core housing need,Severely food insecure,Marginally food insecure,Severely food insecure,1018.7622500000001,600.0,Yes,< 40k,< $800/month
20468,2046801,131.0387,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",53245.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,1553.1566500000001,0.0,Yes,40k - 60k,House paid in full
20498,2049802,126.1007,Nova Scotia,65 to 69 years,Male,Common-law,89960.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,2624.1332,0.0,Yes,80k - 100k,House paid in full
20500,2050001,111.6002,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",39010.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1137.9217,0.0,Yes,< 40k,House paid in full
20525,2052501,59.9596,Nova Scotia,35 to 39 years,Female,Married,46520.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,1356.9884,0.0,Yes,40k - 60k,House paid in full
20532,2053201,176.6772,Nova Scotia,45 to 49 years,Female,Married,56635.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,0.0,Not stated,Not in core housing need,Food secure,Food secure,Food secure,1652.04295,0.0,Yes,40k - 60k,House paid in full
20569,2056901,95.2483,Nova Scotia,45 to 49 years,Female,Married,99090.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Food secure,Food secure,2890.4553,0.0,Yes,80k - 100k,House paid in full
20589,2058901,293.5103,Nova Scotia,25 to 29 years,Female,Single (never married),44210.0,1,One person household,Yes,No,No,No,No,Not owned by a member of the household,,,1100.0,No,Not in core housing need,Food secure,Valid skip,Food secure,1289.6057,1100.0,Yes,40k - 60k,$800 - $1600 /month
20590,2059002,103.9269,Nova Scotia,55 to 59 years,Female,Married,61170.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1784.3289000000002,0.0,Yes,60k - 80k,House paid in full
20633,2063301,193.1468,Nova Scotia,30 to 34 years,Female,Married,70910.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1300.0,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,2068.4447,1300.0,Yes,60k - 80k,$800 - $1600 /month
20642,2064201,195.3194,Nova Scotia,50 to 54 years,Female,Married,49620.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1000.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1447.4154,1000.0,Yes,40k - 60k,$800 - $1600 /month
20643,2064302,158.4348,Nova Scotia,40 to 44 years,Female,Married,65380.0,4,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1400.0,,,Valid skip,Valid skip,Food secure,Food secure,Food secure,1907.1346,1400.0,Yes,60k - 80k,$800 - $1600 /month
20644,2064402,121.8118,Nova Scotia,30 to 34 years,Male,Married,50200.0,5,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,800.0,,,Valid skip,Not in core housing need,Moderately food insecure,Marginally food insecure,Moderately food insecure,1464.334,800.0,Yes,40k - 60k,$800 - $1600 /month
20703,2070301,233.1479,Nova Scotia,35 to 39 years,Female,Married,39395.0,5,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,600.0,,,Valid skip,Not in core housing need,Food secure,Food secure,Food secure,1149.1521500000001,600.0,Yes,< 40k,< $800/month
20735,2073501,143.4157,Nova Scotia,60 to 64 years,Male,Married,47980.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,500.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1399.5766,500.0,Yes,40k - 60k,< $800/month
20736,2073601,179.2815,Nova Scotia,65 to 69 years,Female,"Separated, divorced or widowed",17750.0,2,Two or more person household/One economic family,Yes,No,No,Yes,Yes,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,517.7675,0.0,Yes,< 40k,House paid in full
20744,2074401,101.9909,Nova Scotia,70 years and over,Female,"Separated, divorced or widowed",30100.0,1,One person household,Yes,No,No,No,No,Owned by a member of the household,200.0,,,Valid skip,Valid skip,Moderately food insecure,Valid skip,Moderately food insecure,878.017,200.0,Yes,< 40k,< $800/month
20809,2080901,155.3571,Nova Scotia,70 years and over,Male,Married,83910.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,2447.6547,0.0,Yes,80k - 100k,House paid in full
20827,2082703,151.0338,Nova Scotia,45 to 49 years,Male,Single (never married),173855.0,3,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,,,,Valid skip,Valid skip,Food secure,Valid skip,Food secure,5071.350350000001,0.0,Yes,100k - 200k,House paid in full
20838,2083801,199.5986,Nova Scotia,70 years and over,Male,Married,19100.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Not owned by a member of the household,,,600.0,No,Not in core housing need,Moderately food insecure,Valid skip,Moderately food insecure,557.147,600.0,No,< 40k,< $800/month
20867,2086701,177.303,Nova Scotia,40 to 44 years,Male,Married,36670.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,600.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,1069.6639,600.0,Yes,< 40k,< $800/month
20891,2089102,261.0043,Nova Scotia,70 years and over,Male,Not stated,16775.0,3,Two or more person household/One economic family,Yes,No,No,Yes,Yes,Not owned by a member of the household,,,900.0,Not stated,Not in core housing need,Severely food insecure,Valid skip,Severely food insecure,489.32675,900.0,No,< 40k,$800 - $1600 /month
20892,2089202,110.9852,Nova Scotia,60 to 64 years,Male,Married,88620.0,2,Two or more person household/One economic family,Yes,No,No,No,No,Owned by a member of the household,1000.0,,,Valid skip,Not in core housing need,Food secure,Valid skip,Food secure,2585.0454,1000.0,Yes,80k - 100k,$800 - $1600 /month
